transaction_id,client_name,IBAN,contact_email,amount,category,status
TX-11432,Mistral Group BV,DE99 8447 9082 923654191036,accounts@mistral76.com,234.00,Logistics,settled
TX-11418,Halcyon Consulting SA,ES31 1553 9378 427815551519,accounts@halcyon18.com,795.00,Logistics,settled
TX-10324,Nordic Retail GmbH,ES32 7524 6228 478013262671,accounts@nordic80.com,120.00,Subscriptions,settled
TX-11532,Orion Media SA,NL80 3257 2893 669175690539,accounts@orion12.com,226.00,Logistics,settled
TX-10265,Bastion Studio SAS,IT75 7806 8484 829837912162,accounts@bastion33.com,1178.00,Subscriptions,settled
TX-11742,Mistral Group BV,DE78 2301 1917 672065031404,accounts@mistral39.com,327.00,Marketing,settled
TX-11715,Tarragon Labs GmbH,IT84 7850 7852 629714664711,accounts@tarragon1.com,242.00,Marketing,settled
TX-10251,Praxis Digital SAS,FR52 5662 8444 925031086659,accounts@praxis27.com,120.00,Subscriptions,settled
TX-10355,Delta Ventures GmbH,IT79 7010 9880 152826025489,accounts@delta68.com,546.00,Subscriptions,settled
TX-10047,Iberia Supply Ltd,ES81 4937 8800 928352307139,accounts@iberia28.com,222.00,Subscriptions,settled
TX-10173,Iberia Supply SA,ES93 6493 3392 275459478267,accounts@iberia25.com,650.00,Subscriptions,settled
TX-10502,Vega Analytics SL,FR18 1749 5885 477546035453,accounts@vega42.com,122.00,Subscriptions,settled
TX-10940,Bastion Studio Ltd,IT68 1589 1538 324032501215,accounts@bastion16.com,1062.00,Professional Services,settled
TX-11216,Vega Analytics GmbH,FR90 4534 9110 472617951253,accounts@vega25.com,334.00,Logistics,settled
TX-10687,Lumen Systems SL,DE49 3773 6729 888742949959,accounts@lumen6.com,228.00,Professional Services,settled
TX-11081,Nordic Retail SL,ES17 8900 5477 868215535604,accounts@nordic0.com,265.00,Hardware,settled
TX-11843,Cinder Energy BV,NL59 2697 5815 885648063448,accounts@cinder34.com,120.00,Training,settled
TX-11752,Praxis Digital SA,FR78 5079 6589 457455603331,accounts@praxis67.com,419.00,Marketing,settled
TX-11068,Vega Analytics SL,FR85 1737 9052 126755069588,accounts@vega5.com,818.00,Hardware,settled
TX-10473,Orion Media SAS,NL61 3222 9589 821124331395,accounts@orion32.com,734.00,Subscriptions,settled
TX-11170,Lumen Systems SL,DE19 8567 7244 538498830090,accounts@lumen6.com,1343.00,Hardware,settled
TX-10888,Mistral Group GmbH,DE67 6855 2515 519826302271,accounts@mistral56.com,120.00,Professional Services,settled
TX-10302,Rioja Hospitality SAS,FR82 4984 4700 484641561499,accounts@rioja20.com,486.00,Subscriptions,settled
TX-11749,Cobalt Trading BV,NL48 1157 8041 243760063479,accounts@cobalt27.com,517.00,Marketing,settled
TX-11120,Tarragon Labs BV,IT69 4492 4916 718473592668,accounts@tarragon58.com,1233.00,Hardware,settled
TX-10623,Rioja Hospitality SA,FR91 4610 4767 503300607428,accounts@rioja0.com,300.00,Subscriptions,refunded
TX-11465,Cobalt Trading BV,NL42 6968 8516 118850124241,accounts@cobalt27.com,800.00,Logistics,settled
TX-10683,Vega Analytics SL,FR43 2393 7529 743997331061,accounts@vega5.com,894.00,Professional Services,settled
TX-10572,Solace Industrial BV,ES10 7456 9800 805067245523,accounts@solace10.com,801.00,Subscriptions,settled
TX-10736,Bastion Studio SA,IT90 9154 9069 331831314297,accounts@bastion36.com,1959.00,Professional Services,settled
TX-10936,Iberia Supply SAS,ES58 6356 3502 489918573705,accounts@iberia45.com,1656.00,Professional Services,settled
TX-10626,Delta Ventures GmbH,IT33 4115 9175 352139907416,accounts@delta68.com,927.00,Subscriptions,refunded
TX-11780,Iberia Supply Ltd,ES75 2834 8486 125326129844,accounts@iberia65.com,875.00,Training,settled
TX-10158,Tarragon Labs GmbH,IT46 5128 3463 529939982945,accounts@tarragon1.com,203.00,Subscriptions,settled
TX-11065,Ancora Works SA,NL81 3028 2395 344253932355,accounts@ancora79.com,1662.00,Hardware,settled
TX-10906,Orion Media SA,NL90 4002 2548 864232514826,accounts@orion49.com,1007.00,Professional Services,settled
TX-11404,Mistral Group SL,DE46 5292 3959 215627318014,accounts@mistral36.com,556.00,Logistics,settled
TX-10275,Delta Ventures GmbH,IT67 1797 5009 157022683808,accounts@delta8.com,959.00,Subscriptions,settled
TX-10627,Tarragon Labs BV,IT35 5091 6833 294345515321,accounts@tarragon58.com,1293.00,Subscriptions,refunded
TX-11025,Bastion Studio SAS,IT47 7395 7829 966184921425,accounts@bastion33.com,1116.00,Hardware,settled
TX-11633,Lumen Systems SL,DE56 8636 6668 645034722983,accounts@lumen6.com,120.00,Marketing,settled
TX-10476,Kestrel Clinics SA,DE97 1500 4963 572915999663,accounts@kestrel31.com,783.00,Subscriptions,settled
TX-11789,Halcyon Consulting Ltd,ES43 6260 1466 132424134054,accounts@halcyon95.com,315.00,Training,settled
TX-11466,Rioja Hospitality Ltd,FR52 9484 8935 243747921408,accounts@rioja77.com,120.00,Logistics,settled
TX-11508,Nordic Retail BV,ES39 2581 2740 737341145576,accounts@nordic40.com,734.00,Logistics,settled
TX-11078,Cobalt Trading GmbH,NL67 2374 9199 365906429046,accounts@cobalt7.com,1302.00,Hardware,settled
TX-10592,Mistral Group SL,DE56 2275 9465 424896576569,accounts@mistral96.com,170.00,Subscriptions,settled
TX-11285,Orion Media SA,NL92 1846 5985 246451370453,accounts@orion12.com,802.00,Logistics,settled
TX-11133,Novara Logistics SL,FR69 3932 6272 579399890415,accounts@novara35.com,850.00,Hardware,settled
TX-10068,Lumen Systems SL,DE21 4750 1339 968822944679,accounts@lumen6.com,1148.00,Subscriptions,settled
TX-11348,Delta Ventures SL,IT80 4305 1530 402156067809,accounts@delta48.com,445.00,Logistics,settled
TX-11393,Novara Logistics SL,FR86 6201 6490 319559135932,accounts@novara35.com,160.00,Logistics,settled
TX-11058,Halcyon Consulting Ltd,ES49 7135 5968 473087034313,accounts@halcyon95.com,334.00,Hardware,settled
TX-10077,Cobalt Trading GmbH,NL21 4681 2858 695067594934,accounts@cobalt7.com,1075.00,Subscriptions,settled
TX-11280,Praxis Digital SA,FR99 5052 8031 353624656441,accounts@praxis67.com,483.00,Logistics,settled
TX-11468,Vega Analytics GmbH,FR83 8056 6888 364197023855,accounts@vega62.com,497.00,Logistics,settled
TX-10935,Praxis Digital SA,FR22 1865 2117 733912449281,accounts@praxis7.com,1283.00,Professional Services,settled
TX-11220,Nordic Retail BV,ES19 9648 5637 462691239817,accounts@nordic3.com,641.00,Logistics,settled
TX-11098,Lumen Systems SL,DE56 9474 1712 385496678921,accounts@lumen29.com,419.00,Hardware,settled
TX-10522,Kestrel Clinics SA,DE88 1472 3140 719248046539,accounts@kestrel91.com,379.00,Subscriptions,settled
TX-11391,Orion Media SAS,NL46 5384 5333 492037468443,accounts@orion32.com,120.00,Logistics,settled
TX-10838,Novara Logistics SL,FR63 8798 3079 367229502736,accounts@novara72.com,1375.00,Professional Services,settled
TX-11549,Mistral Group BV,DE69 7944 9501 436932599814,accounts@mistral39.com,684.00,Logistics,settled
TX-10461,Vega Analytics SL,FR37 4157 3067 152818381356,accounts@vega42.com,120.00,Subscriptions,settled
TX-10586,Atlas Partners Ltd,DE56 9227 1173 943938451957,accounts@atlas4.com,568.00,Subscriptions,settled
TX-10601,Marlin Foods SAS,IT31 4594 7730 864296344958,accounts@marlin26.com,1043.00,Subscriptions,settled
TX-10198,Kestrel Clinics Ltd,DE41 2858 1424 333412365931,accounts@kestrel71.com,1173.00,Subscriptions,settled
TX-11361,Solace Industrial BV,ES56 5696 7568 625848950368,accounts@solace10.com,457.00,Logistics,settled
TX-10815,Iberia Supply SAS,ES92 9061 2776 282852220019,accounts@iberia45.com,736.00,Professional Services,settled
TX-11067,Novara Logistics BV,FR41 8278 2386 787901388916,accounts@novara52.com,121.00,Hardware,settled
TX-10862,Atlas Partners Ltd,DE68 1399 8452 694315006135,accounts@atlas41.com,582.00,Professional Services,settled
TX-10876,Bastion Studio Ltd,IT92 1351 5776 341270366110,accounts@bastion16.com,559.00,Professional Services,settled
TX-10583,Ancora Works SA,NL12 9309 1511 847781327255,accounts@ancora19.com,351.00,Subscriptions,settled
TX-10894,Bastion Studio Ltd,IT63 8249 5728 309145099778,accounts@bastion16.com,513.00,Professional Services,settled
TX-10269,Cinder Energy BV,NL92 7887 7135 586916301780,accounts@cinder34.com,622.00,Subscriptions,settled
TX-11077,Ancora Works Ltd,NL12 5409 2663 415834292116,accounts@ancora59.com,1521.00,Hardware,settled
TX-11057,Solace Industrial SL,ES57 5744 1659 761658437876,accounts@solace30.com,502.00,Hardware,settled
TX-11346,Ancora Works SA,NL56 6496 1459 402212069537,accounts@ancora19.com,756.00,Logistics,settled
TX-10253,Rioja Hospitality SAS,FR92 5215 4050 118458717057,accounts@rioja20.com,1157.00,Subscriptions,settled
TX-11769,Vega Analytics GmbH,FR51 9955 5271 811093852809,accounts@vega62.com,338.00,Marketing,refunded
TX-10075,Delta Ventures GmbH,IT80 3146 5719 663081821325,accounts@delta68.com,782.00,Subscriptions,settled
TX-10526,Nordic Retail BV,ES74 8688 9123 317406579219,accounts@nordic40.com,691.00,Subscriptions,settled
TX-10567,Nordic Retail GmbH,ES12 7381 2938 789615270274,accounts@nordic80.com,1128.00,Subscriptions,settled
TX-10070,Kestrel Clinics SAS,DE91 9056 2494 706789448659,accounts@kestrel14.com,130.00,Subscriptions,settled
TX-10858,Lumen Systems BV,DE15 1656 8711 745439366473,accounts@lumen9.com,721.00,Professional Services,settled
TX-10582,Kestrel Clinics Ltd,DE27 9824 4218 433691307645,accounts@kestrel71.com,1218.00,Subscriptions,settled
TX-11531,Marlin Foods SAS,IT16 7342 7180 995832857817,accounts@marlin26.com,686.00,Logistics,settled
TX-10899,Lumen Systems SL,DE81 8593 4678 134398262106,accounts@lumen29.com,1906.00,Professional Services,settled
TX-11720,Mistral Group BV,DE13 4391 8555 687885901965,accounts@mistral16.com,584.00,Marketing,settled
TX-11661,Mistral Group GmbH,DE85 8126 7542 704582416803,accounts@mistral19.com,120.00,Marketing,settled
TX-11585,Bastion Studio SA,IT63 8326 6331 418140031764,accounts@bastion73.com,124.00,Marketing,settled
TX-10177,Praxis Digital Ltd,FR91 8489 2029 243302333490,accounts@praxis10.com,120.00,Subscriptions,settled
TX-10102,Marlin Foods SAS,IT47 6549 2886 695135595227,accounts@marlin26.com,464.00,Subscriptions,settled
TX-11106,Delta Ventures GmbH,IT58 6132 2065 268741193643,accounts@delta8.com,774.00,Hardware,settled
TX-10945,Bastion Studio SAS,IT54 1440 6591 585713082583,accounts@bastion93.com,149.00,Professional Services,settled
TX-10854,Halcyon Consulting SAS,ES87 3568 3784 834672214312,accounts@halcyon75.com,419.00,Professional Services,settled
TX-11499,Cinder Energy GmbH,NL95 2638 9076 578162715496,accounts@cinder74.com,789.00,Logistics,settled
TX-10194,Ancora Works SA,NL95 7655 6952 753918046336,accounts@ancora19.com,338.00,Subscriptions,settled
TX-11074,Mistral Group SL,DE25 1849 4318 403516975722,accounts@mistral96.com,846.00,Hardware,settled
TX-11488,Bastion Studio SA,IT60 3063 7601 955320534569,accounts@bastion13.com,297.00,Logistics,settled
TX-10828,Solace Industrial SL,ES37 9570 8509 963304513663,accounts@solace30.com,1564.00,Professional Services,settled
TX-10739,Kestrel Clinics SAS,DE98 5614 5168 186616840342,accounts@kestrel51.com,937.00,Professional Services,settled
TX-11228,Solace Industrial BV,ES90 8292 7018 111515397731,accounts@solace70.com,615.00,Logistics,settled
TX-11286,Kestrel Clinics Ltd,DE54 7849 5046 504844452015,accounts@kestrel71.com,231.00,Logistics,settled
TX-10010,Solace Industrial GmbH,ES18 6409 6143 944642197907,accounts@solace13.com,158.00,Subscriptions,settled
TX-10544,Marlin Foods SAS,IT76 2744 1414 581624173500,accounts@marlin3.com,1095.00,Subscriptions,settled
TX-11805,Novara Logistics SL,FR43 2034 6987 643758626129,accounts@novara35.com,733.00,Training,settled
TX-11327,Vega Analytics BV,FR26 3979 7308 556666418113,accounts@vega82.com,225.00,Logistics,settled
TX-10990,Delta Ventures SL,IT63 3955 7693 285418546900,accounts@delta48.com,1276.00,Professional Services,refunded
TX-11555,Kestrel Clinics SA,DE71 4569 7694 175636618622,accounts@kestrel91.com,120.00,Logistics,settled
TX-10523,Delta Ventures BV,IT62 8220 1753 182349641712,accounts@delta28.com,225.00,Subscriptions,settled
TX-10062,Nordic Retail SL,ES47 1534 4792 468331319481,accounts@nordic23.com,120.00,Subscriptions,settled
TX-10903,Solace Industrial SL,ES57 9397 1287 431251300243,accounts@solace30.com,419.00,Professional Services,settled
TX-10012,Praxis Digital Ltd,FR95 7211 3851 887739255769,accounts@praxis10.com,929.00,Subscriptions,settled
TX-11090,Vega Analytics GmbH,FR38 1324 5606 972536829594,accounts@vega2.com,1354.00,Hardware,settled
TX-10137,Bastion Studio Ltd,IT94 7947 8957 877193532615,accounts@bastion16.com,416.00,Subscriptions,settled
TX-11310,Marlin Foods Ltd,IT73 3973 8526 331756389067,accounts@marlin23.com,685.00,Logistics,settled
TX-10151,Orion Media SAS,NL19 6085 8565 671161521910,accounts@orion32.com,512.00,Subscriptions,settled
TX-11517,Delta Ventures GmbH,IT55 6840 3258 187179934236,accounts@delta31.com,613.00,Logistics,settled
TX-11596,Marlin Foods SAS,IT14 1328 9627 237448890487,accounts@marlin3.com,984.00,Marketing,settled
TX-11840,Marlin Foods SA,IT51 1260 2826 347793980443,accounts@marlin43.com,288.00,Training,settled
TX-11054,Atlas Partners Ltd,DE28 9286 3082 728349335715,accounts@atlas41.com,369.00,Hardware,settled
TX-11211,Ancora Works SA,NL17 9775 4110 599503388855,accounts@ancora79.com,799.00,Logistics,settled
TX-10424,Ancora Works SA,NL12 7266 6883 717376649850,accounts@ancora42.com,545.00,Subscriptions,settled
TX-10190,Delta Ventures SL,IT20 8055 3956 796556684476,accounts@delta11.com,754.00,Subscriptions,settled
TX-10639,Vega Analytics GmbH,FR32 7906 9185 278389750357,accounts@vega2.com,375.00,Subscriptions,refunded
TX-11717,Marlin Foods SAS,IT31 8731 2490 579687514170,accounts@marlin63.com,461.00,Marketing,settled
TX-11445,Vega Analytics SL,FR34 2124 5552 643784783625,accounts@vega5.com,120.00,Logistics,settled
TX-11036,Delta Ventures GmbH,IT57 7799 6908 903856132881,accounts@delta68.com,1331.00,Hardware,settled
TX-11883,Kestrel Clinics SAS,DE75 9584 3921 754002968632,accounts@kestrel14.com,345.00,Training,settled
TX-11748,Atlas Partners SAS,DE70 4234 2636 793531350085,accounts@atlas21.com,511.00,Marketing,settled
TX-10457,Atlas Partners SAS,DE95 6632 9871 623532855799,accounts@atlas21.com,648.00,Subscriptions,settled
TX-10202,Novara Logistics GmbH,FR75 4673 2988 354401896171,accounts@novara92.com,173.00,Subscriptions,settled
TX-10192,Vega Analytics SL,FR98 8272 6759 679771848610,accounts@vega42.com,600.00,Subscriptions,settled
TX-11046,Iberia Supply Ltd,ES13 9846 5238 403170137829,accounts@iberia5.com,1157.00,Hardware,settled
TX-10719,Iberia Supply SAS,ES68 4308 8449 216369062584,accounts@iberia45.com,1666.00,Professional Services,settled
TX-11108,Bastion Studio SA,IT47 7249 7581 222765695439,accounts@bastion13.com,184.00,Hardware,settled
TX-11322,Lumen Systems GmbH,DE46 6854 2249 882433337060,accounts@lumen26.com,394.00,Logistics,settled
TX-10773,Praxis Digital SAS,FR97 7208 6364 731264064129,accounts@praxis27.com,472.00,Professional Services,settled
TX-10872,Mistral Group BV,DE34 8501 2430 206062958224,accounts@mistral16.com,352.00,Professional Services,settled
TX-11318,Ancora Works SA,NL98 5382 9906 251191237069,accounts@ancora42.com,548.00,Logistics,settled
TX-10520,Vega Analytics GmbH,FR63 3732 2852 261684598046,accounts@vega25.com,330.00,Subscriptions,settled
TX-10411,Rioja Hospitality Ltd,FR55 4401 8404 497285025763,accounts@rioja40.com,1124.00,Subscriptions,settled
TX-10735,Cinder Energy GmbH,NL83 6797 3125 887711463369,accounts@cinder37.com,1467.00,Professional Services,settled
TX-11726,Orion Media SA,NL25 2697 3391 434399975767,accounts@orion12.com,445.00,Marketing,settled
TX-11332,Cinder Energy BV,NL24 1976 6723 564517623123,accounts@cinder34.com,708.00,Logistics,settled
TX-10090,Bastion Studio Ltd,IT31 5906 1474 155535997538,accounts@bastion16.com,1068.00,Subscriptions,settled
TX-11660,Iberia Supply SA,ES33 6865 6018 305388382689,accounts@iberia25.com,802.00,Marketing,settled
TX-10808,Iberia Supply SA,ES77 2702 8306 546511718732,accounts@iberia25.com,703.00,Professional Services,settled
TX-11782,Mistral Group BV,DE65 5926 4757 999952650911,accounts@mistral16.com,155.00,Training,settled
TX-11135,Nordic Retail SL,ES60 4581 6013 649111943073,accounts@nordic60.com,1280.00,Hardware,settled
TX-11446,Rioja Hospitality SA,FR69 2755 2805 402979322046,accounts@rioja37.com,262.00,Logistics,settled
TX-11754,Atlas Partners Ltd,DE32 2074 8078 962308423044,accounts@atlas41.com,384.00,Marketing,settled
TX-11199,Kestrel Clinics SAS,DE44 8883 2310 567005414276,accounts@kestrel51.com,-89.00,Hardware,refunded
TX-11823,Delta Ventures BV,IT90 8643 7978 842250294737,accounts@delta28.com,593.00,Training,settled
TX-11301,Kestrel Clinics Ltd,DE68 9254 9602 436241304621,accounts@kestrel34.com,337.00,Logistics,settled
TX-11357,Ancora Works SAS,NL82 9151 2595 119033553706,accounts@ancora39.com,586.00,Logistics,settled
TX-11829,Praxis Digital SAS,FR85 2615 2555 256319807982,accounts@praxis27.com,328.00,Training,settled
TX-10378,Iberia Supply SAS,ES88 8248 4559 214850837385,accounts@iberia8.com,204.00,Subscriptions,settled
TX-11412,Mistral Group GmbH,DE20 3073 5384 453068348342,accounts@mistral56.com,596.00,Logistics,settled
TX-11580,Praxis Digital SAS,FR16 9481 9604 849280884088,accounts@praxis87.com,1414.00,Logistics,refunded
TX-11029,Cobalt Trading GmbH,NL74 1523 2043 532849500820,accounts@cobalt44.com,509.00,Hardware,settled
TX-10376,Nordic Retail GmbH,ES57 5902 3246 581613549255,accounts@nordic80.com,682.00,Subscriptions,settled
TX-11122,Kestrel Clinics SA,DE13 2887 3333 472891538480,accounts@kestrel91.com,735.00,Hardware,settled
TX-11698,Orion Media SAS,NL10 7671 4393 128653848950,accounts@orion69.com,179.00,Marketing,settled
TX-11659,Kestrel Clinics SA,DE11 3600 7904 706732546435,accounts@kestrel91.com,698.00,Marketing,settled
TX-10928,Orion Media SA,NL34 2140 8793 962578148768,accounts@orion12.com,442.00,Professional Services,settled
TX-11744,Iberia Supply SAS,ES15 5354 5546 214191635076,accounts@iberia45.com,259.00,Marketing,settled
TX-11702,Tarragon Labs SL,IT59 8792 1205 536757815878,accounts@tarragon41.com,759.00,Marketing,settled
TX-10848,Delta Ventures BV,IT51 4731 2606 408463570248,accounts@delta28.com,893.00,Professional Services,settled
TX-10829,Ancora Works Ltd,NL19 1604 3319 723808185031,accounts@ancora59.com,1289.00,Professional Services,settled
TX-10104,Marlin Foods SAS,IT43 9791 3024 682595467139,accounts@marlin3.com,844.00,Subscriptions,settled
TX-10119,Kestrel Clinics Ltd,DE85 2786 8405 743641863774,accounts@kestrel34.com,493.00,Subscriptions,settled
TX-10883,Novara Logistics BV,FR81 1568 6192 545930382855,accounts@novara52.com,1024.00,Professional Services,settled
TX-10235,Rioja Hospitality SA,FR97 4968 1517 831471997674,accounts@rioja37.com,770.00,Subscriptions,settled
TX-11257,Vega Analytics SL,FR83 1940 2385 464755317390,accounts@vega42.com,353.00,Logistics,settled
TX-10598,Iberia Supply SAS,ES12 4992 1706 261692044390,accounts@iberia8.com,215.00,Subscriptions,settled
TX-10349,Bastion Studio SA,IT27 4065 6154 673660345628,accounts@bastion73.com,265.00,Subscriptions,settled
TX-10229,Orion Media SAS,NL27 6456 8761 762962750929,accounts@orion9.com,1086.00,Subscriptions,settled
TX-11502,Vega Analytics GmbH,FR84 5960 1558 922909024435,accounts@vega2.com,348.00,Logistics,settled
TX-11485,Ancora Works Ltd,NL55 8006 8643 639424350379,accounts@ancora22.com,419.00,Logistics,settled
TX-11359,Rioja Hospitality Ltd,FR45 6952 6789 211305517870,accounts@rioja17.com,431.00,Logistics,settled
TX-11242,Lumen Systems SL,DE58 3675 7554 683982920803,accounts@lumen66.com,134.00,Logistics,settled
TX-11421,Halcyon Consulting SA,ES94 7089 7094 288642956821,accounts@halcyon55.com,485.00,Logistics,settled
TX-10397,Praxis Digital Ltd,FR38 6272 5067 636669078244,accounts@praxis10.com,120.00,Subscriptions,settled
TX-10006,Orion Media Ltd,NL92 9346 7548 967597996327,accounts@orion89.com,331.00,Subscriptions,settled
TX-10256,Praxis Digital Ltd,FR27 8822 6301 415324302451,accounts@praxis47.com,1224.00,Subscriptions,settled
TX-11537,Cinder Energy GmbH,NL26 7517 8843 941329869970,accounts@cinder74.com,559.00,Logistics,settled
TX-11442,Tarragon Labs GmbH,IT34 8989 2712 538982019929,accounts@tarragon1.com,730.00,Logistics,settled
TX-10204,Ancora Works Ltd,NL80 3126 2412 186623360831,accounts@ancora22.com,1103.00,Subscriptions,settled
TX-10079,Mistral Group GmbH,DE80 3369 7284 344776677517,accounts@mistral19.com,732.00,Subscriptions,settled
TX-10159,Mistral Group SL,DE54 6082 7421 265028688786,accounts@mistral36.com,333.00,Subscriptions,settled
TX-10113,Novara Logistics SL,FR52 4990 3063 821881351238,accounts@novara12.com,241.00,Subscriptions,settled
TX-11704,Ancora Works SAS,NL42 7601 1528 945156341268,accounts@ancora2.com,310.00,Marketing,settled
TX-10340,Tarragon Labs BV,IT39 7636 4022 337150970643,accounts@tarragon21.com,1100.00,Subscriptions,settled
TX-11772,Lumen Systems SL,DE42 1379 3298 258053368108,accounts@lumen66.com,887.00,Marketing,refunded
TX-10298,Iberia Supply SAS,ES11 1274 9673 452231317910,accounts@iberia8.com,517.00,Subscriptions,settled
TX-11646,Solace Industrial SL,ES53 8639 2410 829290458773,accounts@solace30.com,818.00,Marketing,settled
TX-11160,Ancora Works SAS,NL36 3128 4369 493039164674,accounts@ancora2.com,275.00,Hardware,settled
TX-11894,Novara Logistics SL,FR78 5693 5664 822123130491,accounts@novara72.com,399.00,Training,settled
TX-10700,Tarragon Labs GmbH,IT53 7436 3248 218429819540,accounts@tarragon38.com,1389.00,Professional Services,settled
TX-11051,Rioja Hospitality SA,FR64 7751 2342 215562087085,accounts@rioja37.com,308.00,Hardware,settled
TX-11439,Marlin Foods SAS,IT38 2504 5322 474055359754,accounts@marlin26.com,766.00,Logistics,settled
TX-10530,Marlin Foods SA,IT62 1587 9996 104547251133,accounts@marlin6.com,1223.00,Subscriptions,settled
TX-11259,Marlin Foods SAS,IT88 4115 1119 648514766634,accounts@marlin3.com,362.00,Logistics,settled
TX-10600,Cobalt Trading BV,NL94 5644 2404 379558906999,accounts@cobalt4.com,120.00,Subscriptions,settled
TX-11097,Bastion Studio SA,IT51 8086 7666 457521028542,accounts@bastion13.com,1068.00,Hardware,settled
TX-11453,Marlin Foods SAS,IT24 4597 2887 164844246833,accounts@marlin63.com,120.00,Logistics,settled
TX-11022,Lumen Systems BV,DE70 2915 9106 896784307829,accounts@lumen9.com,1620.00,Hardware,settled
TX-10549,Marlin Foods SAS,IT42 4327 8259 388076527214,accounts@marlin3.com,164.00,Subscriptions,settled
TX-11219,Nordic Retail BV,ES53 7921 8756 548549324944,accounts@nordic3.com,120.00,Logistics,settled
TX-11233,Rioja Hospitality Ltd,FR93 3033 4399 944855172529,accounts@rioja40.com,272.00,Logistics,settled
TX-11129,Orion Media SA,NL91 5006 1756 883522545423,accounts@orion12.com,613.00,Hardware,settled
TX-10475,Novara Logistics GmbH,FR35 5488 7035 697464468567,accounts@novara92.com,120.00,Subscriptions,settled
TX-10186,Ancora Works SA,NL70 5150 1599 926115750294,accounts@ancora42.com,755.00,Subscriptions,settled
TX-10515,Marlin Foods Ltd,IT75 2229 2659 423767405445,accounts@marlin23.com,1162.00,Subscriptions,settled
TX-11182,Solace Industrial SL,ES39 4502 2734 552388854268,accounts@solace30.com,1390.00,Hardware,settled
TX-10456,Rioja Hospitality SAS,FR44 2009 3476 993866755218,accounts@rioja57.com,1195.00,Subscriptions,settled
TX-11384,Iberia Supply SAS,ES68 8018 7113 327167041161,accounts@iberia45.com,632.00,Logistics,settled
TX-11375,Praxis Digital Ltd,FR71 8790 9773 984366641864,accounts@praxis10.com,120.00,Logistics,settled
TX-10880,Rioja Hospitality SA,FR55 5659 8469 317594134964,accounts@rioja37.com,120.00,Professional Services,settled
TX-11795,Lumen Systems SL,DE83 4215 3061 383210765844,accounts@lumen29.com,726.00,Training,settled
TX-10132,Rioja Hospitality SAS,FR64 1430 5381 136069848439,accounts@rioja57.com,120.00,Subscriptions,settled
TX-10760,Praxis Digital SAS,FR59 1881 2410 642683269674,accounts@praxis27.com,1107.00,Professional Services,settled
TX-10098,Solace Industrial BV,ES11 1803 9138 468739238825,accounts@solace70.com,1042.00,Subscriptions,settled
TX-10421,Praxis Digital Ltd,FR45 5585 8307 299738752801,accounts@praxis47.com,983.00,Subscriptions,settled
TX-11781,Praxis Digital Ltd,FR61 2639 6811 569356854399,accounts@praxis10.com,656.00,Training,settled
TX-10222,Orion Media SAS,NL68 4944 4524 842515672889,accounts@orion32.com,1208.00,Subscriptions,settled
TX-10463,Ancora Works SAS,NL81 7510 6343 457527011028,accounts@ancora2.com,120.00,Subscriptions,settled
TX-11207,Marlin Foods Ltd,IT98 6452 4666 833579898495,accounts@marlin23.com,376.00,Logistics,settled
TX-11149,Bastion Studio Ltd,IT66 8372 1493 574752728579,accounts@bastion53.com,1132.00,Hardware,settled
TX-11599,Bastion Studio SAS,IT44 2391 2253 198441627106,accounts@bastion33.com,564.00,Marketing,settled
TX-11675,Praxis Digital SA,FR34 1724 4460 482870031479,accounts@praxis30.com,218.00,Marketing,settled
TX-10481,Solace Industrial BV,ES64 7168 6713 682082326234,accounts@solace70.com,717.00,Subscriptions,settled
TX-10619,Cobalt Trading GmbH,NL91 9099 8192 112228388623,accounts@cobalt44.com,288.00,Subscriptions,settled
TX-11347,Tarragon Labs SL,IT23 2070 4471 869202043288,accounts@tarragon41.com,120.00,Logistics,settled
TX-10346,Cinder Energy BV,NL50 2931 4908 491502291736,accounts@cinder34.com,606.00,Subscriptions,settled
TX-10389,Kestrel Clinics SAS,DE40 1948 5005 219266213260,accounts@kestrel14.com,1075.00,Subscriptions,settled
TX-11141,Atlas Partners SAS,DE47 9220 9401 793764474604,accounts@atlas21.com,519.00,Hardware,settled
TX-10097,Kestrel Clinics SA,DE83 5847 5837 128122042835,accounts@kestrel91.com,802.00,Subscriptions,settled
TX-11699,Bastion Studio SAS,IT45 5375 8576 868021655910,accounts@bastion33.com,511.00,Marketing,settled
TX-10252,Orion Media SAS,NL69 5470 4159 242420277403,accounts@orion32.com,170.00,Subscriptions,settled
TX-10085,Orion Media SAS,NL26 9229 6439 222891100776,accounts@orion9.com,310.00,Subscriptions,settled
TX-10095,Bastion Studio Ltd,IT54 5901 7951 986369130994,accounts@bastion16.com,370.00,Subscriptions,settled
TX-10557,Orion Media Ltd,NL38 4495 6437 526844582171,accounts@orion89.com,901.00,Subscriptions,settled
TX-10259,Tarragon Labs SL,IT30 7642 9233 493964774623,accounts@tarragon78.com,406.00,Subscriptions,settled
TX-11878,Solace Industrial GmbH,ES47 7984 7623 652619490213,accounts@solace50.com,832.00,Training,settled
TX-10875,Lumen Systems BV,DE97 9870 3163 706784033506,accounts@lumen9.com,1624.00,Professional Services,settled
TX-10500,Atlas Partners SA,DE90 5076 4707 989061589784,accounts@atlas1.com,943.00,Subscriptions,settled
TX-11148,Praxis Digital SAS,FR20 6129 4077 648292602216,accounts@praxis87.com,1191.00,Hardware,settled
